Date,Muscle Group,Workout,Exercise,Set,Weight (kg),Reps,Technique,Month,Notes,Program
15-Apr-2026,Back,Pull 2,Meadows Row,1,20,12,10-12+partial,3,,Warrior
15-Apr-2026,Back,Pull 2,Meadows Row,2,20,11,10-12+partial,3,,Warrior
15-Apr-2026,Back,Pull 2,Meadows Row,3,20,10,10-12+partial,3,,Warrior
15-Apr-2026,Biceps,Pull 2,Biceps Cable Curls,1,45,12,10-12+partial,3,,Warrior
15-Apr-2026,Biceps,Pull 2,Biceps Cable Curls,2,45,10,10-12+partial,3,,Warrior
15-Apr-2026,Biceps,Pull 2,Biceps Cable Curls,2,45,10,10-12+partial,3,,Warrior
15-Apr-2026,Biceps,Pull 2,Flexed Arm Hang,3,0,1,3 min,3,,Warrior
17-Apr-2026,Legs,Legs 2,BB Squats,1,32.5,1,90% 1RM,3,,Warrior
17-Apr-2026,Legs,Legs 2,BB Squats,2,27.5,6,80% 1RM,3,,Warrior
17-Apr-2026,Legs,Legs 2,BB Squats,3,35,1,90% 1RM,3,,Warrior
17-Apr-2026,Legs,Legs 2,BB Squats,4,30,6,80% 1RM,3,,Warrior
17-Apr-2026,Legs,Legs 2,BB Squats,5,35,1,90% 1RM,3,,Warrior
17-Apr-2026,Legs,Legs 2,BB RDL,1,36.25,1,90% 1RM,3,,Warrior
17-Apr-2026,Legs,Legs 2,BB RDL,2,32.5,6,80% 1RM,3,,Warrior
17-Apr-2026,Legs,Legs 2,BB RDL,3,37.5,1,90% 1RM,3,,Warrior
17-Apr-2026,Legs,Legs 2,BB RDL,4,32.5,6,80% 1RM,3,,Warrior
17-Apr-2026,Legs,Legs 2,BB RDL,5,37.5,1,90% 1RM,3,,Warrior
17-Apr-2026,Legs,Legs 2,DB Step Ups,1,10,12,10-12+partial,3,,Warrior
17-Apr-2026,Legs,Legs 2,DB Step Ups,2,10,10,10-12+partial,3,,Warrior
17-Apr-2026,Legs,Legs 2,DB Step Ups,3,10,10,10-12+partial,3,,Warrior
17-Apr-2026,Legs,Legs 2,Single Leg Cable RDL's,1,45,12,10-12+partial,3,,Warrior
17-Apr-2026,Legs,Legs 2,Single Leg Cable RDL's,2,45,12,10-12+partial,3,,Warrior
17-Apr-2026,Legs,Legs 2,Single Leg Cable RDL's,3,45,12,10-12+partial,3,,Warrior
17-Apr-2026,Legs,Legs 2,Seated Calf Raises,1,90,12,10-12+partial,3,,Warrior
17-Apr-2026,Legs,Legs 2,Seated Calf Raises,2,90,11,10-12+partial,3,,Warrior
17-Apr-2026,Legs,Legs 2,Seated Calf Raises,2,90,12,10-12+partial,3,,Warrior
17-Apr-2026,Legs,Legs 2,Wall Sits,3,0,1,3 min,3,,Warrior
